"","time","P","V","Pv","I","gamma_out","lambda_out"
"236",23.5,8.27262250205606e-05,3.10585599009866e-07,6.98009128100405e-14,1.22459589301951e-17,2.5e-07,0.025
"237",23.6,7.94824834379435e-05,2.98408761485382e-07,6.44346786670452e-14,1.13045001404236e-17,2.5e-07,0.025
"238",23.7,7.63659307767768e-05,2.86709279385521e-07,5.94809850951164e-14,1.0435417981302e-17,2.5e-07,0.025
"239",23.8,7.33715798884331e-05,2.75468443249957e-07,5.49081183807485e-14,9.63314855951142e-18,2.5e-07,0.025
"240",23.9,7.04946391731585e-05,2.64668276631794e-07,5.06868026281373e-14,8.89255567550021e-18,2.5e-07,0.025
"241",24,6.77305049124939e-05,2.54291507400418e-07,4.67900124048596e-14,8.20889795380952e-18,2.5e-07,0.025
"242",24.1,6.50747539023444e-05,2.44321540166215e-07,4.31927997021044e-14,7.57779848476546e-18,2.5e-07,0.025
"243",24.2,6.25231363749119e-05,2.34742429783423e-07,3.98721342346489e-14,6.9952168064991e-18,2.5e-07,0.025
"244",24.3,6.00715691981617e-05,2.25538855889088e-07,3.68067564486767e-14,6.45742311643365e-18,2.5e-07,0.025
"245",24.4,5.77161293419412e-05,2.16696098437691e-07,3.39770408821723e-14,5.96097429916259e-18,2.5e-07,0.025
"246",24.5,5.54530476002973e-05,2.08200014192633e-07,3.13648705787233e-14,5.50269189329913e-18,2.5e-07,0.025
"247",24.6,5.32787025599432e-05,2.00037014137215e-07,2.89535213071634e-14,5.07964177894733e-18,2.5e-07,0.025
"248",24.7,5.11896148052267e-05,1.92194041769252e-07,2.67275545885576e-14,4.68911541016749e-18,2.5e-07,0.025
"249",24.8,4.91824413503239e-05,1.84658552244821e-07,2.46727187810297e-14,4.32861246119318e-18,2.5e-07,0.025
"250",24.9,4.72539702897495e-05,1.77418492337992e-07,2.27758577754133e-14,3.99582480787642e-18,2.5e-07,0.025
"251",25,4.54011156586245e-05,1.70462281184688e-07,2.10248268093399e-14,3.68862175800794e-18,2.5e-07,0.025
"252",25.1,4.36209124944744e-05,1.63778791780054e-07,1.94084147743988e-14,3.40503642079022e-18,2.5e-07,0.025
"253",25.2,4.19105120926583e-05,1.57357333199893e-07,1.79162724409668e-14,3.14325311451223e-18,2.5e-07,0.025
"254",25.3,4.0267177447834e-05,1.51187633517901e-07,1.65388461727416e-14,2.90159573734388e-18,2.5e-07,0.025
"255",25.4,3.86882788741669e-05,1.45259823391505e-07,1.52673167620296e-14,2.67851703652268e-18,2.5e-07,0.025
"256",25.5,3.71712897972719e-05,1.39564420290186e-07,1.40935429899082e-14,2.47258870647905e-18,2.5e-07,0.025
"257",25.6,3.57137827111564e-05,1.34092313341171e-07,1.30100095154898e-14,2.28249224646418e-18,2.5e-07,0.025
"258",25.7,3.43134252936934e-05,1.28834748768384e-07,1.20097787543006e-14,2.10701051803283e-18,2.5e-07,0.025
"259",25.8,3.29679766744091e-05,1.23783315901435e-07,1.10864464569201e-14,1.94501995170433e-18,2.5e-07,0.025
"260",25.9,3.16752838486128e-05,1.18929933732399e-07,1.02341007125426e-14,1.79548335449661e-18,2.5e-07,0.025
"261",26,3.04332782321302e-05,1.14266837998932e-07,9.44728410590327e-15,1.65744327069043e-18,2.5e-07,0.025
"262",26.1,2.92399723511284e-05,1.09786568773176e-07,8.7209587661041e-15,1.53001584995267e-18,2.5e-07,0.025
"263",26.2,2.80934566617338e-05,1.05481958536645e-07,8.05047411037334e-15,1.41238518825963e-18,2.5e-07,0.025
"264",26.3,2.69918964943555e-05,1.01346120722109e-07,7.43153715513965e-15,1.3037981192305e-18,2.5e-07,0.025
"265",26.4,2.5933529117822e-05,9.73724387041954e-08,6.860184918236e-15,1.20355937235601e-18,2.5e-07,0.025
"266",26.5,2.49166609186368e-05,9.35545552211551e-08,6.33275905413428e-15,1.11102712294172e-18,2.5e-07,0.025
"267",26.6,2.3939664690835e-05,8.98863622109384e-08,5.84588247003744e-15,1.02560888963061e-18,2.5e-07,0.025
"268",26.7,2.3000977032107e-05,8.63619910453584e-08,5.39643772103185e-15,9.46757744010421e-19,2.5e-07,0.025
"269",26.8,2.20990958420221e-05,8.2975803146771e-08,4.98154703285611e-15,8.73968805786988e-19,2.5e-07,0.025
"270",26.9,2.12325779183472e-05,7.97223809723023e-08,4.59855386200728e-15,8.06776007665077e-19,2.5e-07,0.025
"271",27,2.04000366476156e-05,7.65965193512432e-08,4.24500589372228e-15,7.44749112493346e-19,2.5e-07,0.025
"272",27.1,1.960013978625e-05,7.35932171617836e-08,3.91863935147194e-15,6.87490960502788e-19,2.5e-07,0.025
"273",27.2,1.88316073286889e-05,7.07076693338109e-08,3.6173645017056e-15,6.34634926241065e-19,2.5e-07,0.025
"274",27.3,1.80932094591045e-05,6.79352591650058e-08,3.33925226739545e-15,5.85842570035883e-19,2.5e-07,0.025
"275",27.4,1.73837645834356e-05,6.52715509379732e-08,3.08252187585891e-15,5.40801470913575e-19,2.5e-07,0.025
"276",27.5,1.67021374385848e-05,6.27122828266243e-08,2.84552946088519e-15,4.99223226942122e-19,2.5e-07,0.025
"277",27.6,1.60472372757559e-05,6.0253360080484e-08,2.62675753920885e-15,4.60841608970629e-19,2.5e-07,0.025
"278",27.7,1.54180161150232e-05,5.78908484760449e-08,2.42480529265037e-15,4.25410855715937e-19,2.5e-07,0.025
"279",27.8,1.48134670682845e-05,5.56209680245011e-08,2.23837959728695e-15,3.92704099909158e-19,2.5e-07,0.025
"280",27.9,1.42326227200266e-05,5.34400868962084e-08,2.06628673730964e-15,3.62511914563772e-19,2.5e-07,0.025
"281",28,1.36745535206331e-05,5.13447153920682e-08,1.90742446090955e-15,3.34640919250294e-19,2.5e-07,0.025
"282",28.1,1.31383664032871e-05,4.93315007537143e-08,1.76077553534935e-15,3.08912649386398e-19,2.5e-07,0.025
"283",28.2,1.262320341245e-05,4.73972220169959e-08,1.6254014992044e-15,2.85162460132404e-19,2.5e-07,0.025
"284",28.3,1.21282402287725e-05,4.5538784476748e-08,1.50043563197208e-15,2.63238292997225e-19,2.5e-07,0.025
"285",28.4,1.16526859445877e-05,4.37532188457717e-08,1.38507926862191e-15,2.43000029198433e-19,2.5e-07,0.025
"286",28.5,1.11957816118396e-05,4.20376758053128e-08,1.27859664903534e-15,2.24318586073859e-19,2.5e-07,0.025
"287",28.6,1.07567950730788e-05,4.03894066032775e-08,1.18030285809334e-15,2.07073801246398e-19,2.5e-07,0.025
"288",28.7,1.03350179645102e-05,3.88057518028533e-08,1.08956085729494e-15,1.9115391188485e-19,2.5e-07,0.025
"289",28.8,9.92969940198108e-06,3.72838923145412e-08,1.00573987539744e-15,1.76448254028276e-19,2.5e-07,0.025
"290",28.9,9.54018818650912e-06,3.58213832900808e-08,9.28323819170992e-16,1.6286628359784e-19,2.5e-07,0.025
"291",29,9.1650972374938e-06,3.44130168884292e-08,8.56554159351295e-16,1.502749242385e-19,2.5e-07,0.025
"292",29.1,8.81259349802708e-06,3.30894571107915e-08,7.92810888531647e-16,1.39091737941819e-19,2.5e-07,0.025
"293",29.2,8.47364759465858e-06,3.18168021856564e-08,7.33466502377083e-16,1.2868029577211e-19,2.5e-07,0.025
"294",29.3,8.14773807215859e-06,3.0593094327907e-08,6.78406137240566e-16,1.19020440564634e-19,2.5e-07,0.025
"295",29.4,7.83436353126508e-06,2.94164510450749e-08,6.27401585593688e-16,1.10072139355743e-19,2.5e-07,0.025
"296",29.5,7.53304185730297e-06,2.82850622419334e-08,5.80194415693555e-16,1.0179005412616e-19,2.5e-07,0.025
"297",29.6,7.24330947846911e-06,2.71971874364458e-08,5.36521972663929e-16,9.41281051546546e-20,2.5e-07,0.025
"298",29.7,6.96472065264502e-06,2.615115308276e-08,4.96129556217996e-16,8.70416078885805e-20,2.5e-07,0.025
"299",29.8,6.6968467816397e-06,2.51453499971335e-08,4.58775749484293e-16,8.04882080374371e-20,2.5e-07,0.025
"300",29.9,6.43927575180781e-06,2.41782308828325e-08,4.24234381074584e-16,7.44282258993118e-20,2.5e-07,0.025
"301",30,6.19161130002877e-06,2.32483079502019e-08,3.9229485693315e-16,6.88247146302994e-20,2.5e-07,0.025
"302",30.1,5.95347240407108e-06,2.23541506282453e-08,3.62761726137933e-16,6.36433840927675e-20,2.5e-07,0.025
"303",30.2,5.72449269640441e-06,2.14943833641989e-08,3.35453908993292e-16,5.88524654432867e-20,2.5e-07,0.025
"304",30.3,5.50431990055716e-06,2.06676835077165e-08,3.10203798143447e-16,5.44225534369779e-20,2.5e-07,0.025
"305",30.4,5.29261528915272e-06,1.98727792764113e-08,2.86856334901103e-16,5.03264443804957e-20,2.5e-07,0.025
"306",30.5,5.08905316279042e-06,1.91084477996289e-08,2.65268108963156e-16,4.65389781865297e-20,2.5e-07,0.025
"307",30.6,4.89332034896953e-06,1.83735132374425e-08,2.45306502897488e-16,4.30368882822319e-20,2.5e-07,0.025
"308",30.7,4.70511572028546e-06,1.76668449719791e-08,2.26848889596194e-16,3.97986608097598e-20,2.5e-07,0.025
"309",30.8,4.52414973115679e-06,1.6987355868295e-08,2.09781884485252e-16,3.68044034331665e-20,2.5e-07,0.025
"310",30.9,4.35014397237056e-06,1.63340006021281e-08,1.94000651252426e-16,3.40357235345028e-20,2.5e-07,0.025
"311",31,4.18283074276042e-06,1.57057740519538e-08,1.79408258502177e-16,3.14756153445718e-20,2.5e-07,0.025
"312",31.1,4.0219526373598e-06,1.51017097532284e-08,1.65727105455385e-16,2.90753824807971e-20,2.5e-07,0.025
"313",31.2,3.86726215139123e-06,1.45208784108077e-08,1.53070152021276e-16,2.68548304740816e-20,2.5e-07,0.025
"314",31.3,3.71852129949187e-06,1.3962386470057e-08,1.41453559978729e-16,2.48167977039097e-20,2.5e-07,0.025
"315",31.4,3.57550124958269e-06,1.3425374742507e-08,1.30755769890832e-16,2.29399621694981e-20,2.5e-07,0.025
"316",31.5,3.43798197081839e-06,1.29090170839976e-08,1.2088594390015e-16,2.12083864431922e-20,2.5e-07,0.025
"317",31.6,3.30575189507845e-06,1.24125191238451e-08,1.11770870841795e-16,1.96092259048576e-20,2.5e-07,0.025
"318",31.7,3.17860759147771e-06,1.19351170428792e-08,1.03348248518999e-16,1.81315499972292e-20,2.5e-07,0.025
"319",31.8,3.05635345339578e-06,1.14760763984727e-08,9.55631670823221e-17,1.67657251757008e-20,2.5e-07,0.025
"320",31.9,2.93880139754381e-06,1.10346909947554e-08,8.83662047000344e-17,1.55030807654262e-20,2.5e-07,0.025
"321",32,2.82577057460556e-06,1.06102817962756e-08,8.17123403086839e-17,1.43357181904505e-20,2.5e-07,0.025
"322",32.1,2.71708709100771e-06,1.02021958834383e-08,7.55602850538419e-17,1.32563936696008e-20,2.5e-07,0.025
"323",32.2,2.61258374139126e-06,9.80980544811419e-09,6.98720324805211e-17,1.22584392957072e-20,2.5e-07,0.025
"324",32.3,2.51209975137256e-06,9.43250682787378e-09,6.46125268036247e-17,1.13357048337396e-20,2.5e-07,0.025
"325",32.4,2.41548053019807e-06,9.06971957736243e-09,5.97493982719475e-17,1.04825112913259e-20,2.5e-07,0.025
"326",32.5,2.32257743291243e-06,8.72088557538746e-09,5.52527395274529e-17,9.69361168223371e-21,2.5e-07,0.025
"327",32.6,2.23324753167396e-06,8.38546816634457e-09,5.1094909350045e-17,8.96415659474949e-21,2.5e-07,0.025
"328",32.7,2.14735339586564e-06,8.06295133466261e-09,4.72503564639535e-17,8.28966327986809e-21,2.5e-07,0.025
"329",32.8,2.06476288066339e-06,7.7528389109973e-09,4.3695459263649e-17,7.66598753251255e-21,2.5e-07,0.025
"330",32.9,1.98534892373635e-06,7.45465380895311e-09,4.04083789441605e-17,7.08929792448352e-21,2.5e-07,0.025
"331",33,1.90898934976639e-06,7.16793729115896e-09,3.73689243675718e-17,6.55605209644078e-21,2.5e-07,0.025
"332",33.1,1.83556668248644e-06,6.89224826364954e-09,3.45192730564111e-17,6.05610690144693e-21,2.5e-07,0.025
"333",33.2,1.76496796394676e-06,6.62716259709699e-09,3.18829533389677e-17,5.5935876175048e-21,2.5e-07,0.025
"334",33.3,1.69708458073418e-06,6.37227247448315e-09,2.94633314445652e-17,5.16908543180061e-21,2.5e-07,0.025
"335",33.4,1.63181209687469e-06,6.12718576376825e-09,2.72350875030318e-17,4.77815914004885e-21,2.5e-07,0.025
"336",33.5,1.5690500931625e-06,5.89152541460381e-09,2.51793007332681e-17,4.41748910670808e-21,2.5e-07,0.025
"337",33.6,1.50870201266896e-06,5.66492887829024e-09,2.3280721868471e-17,4.08439990597739e-21,2.5e-07,0.025
"338",33.7,1.45067501219343e-06,5.44704755004195e-09,2.15263739003282e-17,3.77661479739046e-21,2.5e-07,0.025
"339",33.8,1.3948798194276e-06,5.23754623270238e-09,1.99048195910531e-17,3.4921271984939e-21,2.5e-07,0.025
"340",33.9,1.34123059561348e-06,5.03610262108394e-09,1.84057648145946e-17,3.22913108517446e-21,2.5e-07,0.025
"341",34,1.28964480348375e-06,4.84240680613965e-09,1.70198320900536e-17,2.98598125539842e-21,2.5e-07,0.025
"342",34.1,1.24004308028138e-06,4.65616079820408e-09,1.57384213254163e-17,2.76116889557711e-21,2.5e-07,0.025
"343",34.2,1.19234911566306e-06,4.47707806856984e-09,1.45536161253654e-17,2.55330514192104e-21,2.5e-07,0.025
"344",34.3,1.14648953429869e-06,4.30488310869486e-09,1.34581146943771e-17,2.3611089574062e-21,2.5e-07,0.025
"345",34.4,1.10239378298625e-06,4.13931100636216e-09,1.24451747149636e-17,2.18339746084999e-21,2.5e-07,0.025
"346",34.5,1.05999402210837e-06,3.98010703814033e-09,1.15085667649674e-17,2.01907775423518e-21,2.5e-07,0.025
"347",34.6,1.01922502126379e-06,3.82702627751782e-09,1.06425334390789e-17,1.86713975086329e-21,2.5e-07,0.025
"348",34.7,9.80024058912792e-07,3.67983321810807e-09,9.84175264906037e-18,1.72664973666193e-21,2.5e-07,0.025
"349",34.8,9.42330825882579e-07,3.53830141134622e-09,9.10130423990608e-18,1.59674451326255e-21,2.5e-07,0.025
"350",34.9,9.06087332583924e-07,3.40221311811974e-09,8.41663939805161e-18,1.47662603092809e-21,2.5e-07,0.025
"351",35,8.71237819796407e-07,3.27135897379738e-09,7.78355250415155e-18,1.3655564503633e-21,2.5e-07,0.025
"352",35.1,8.37728672884853e-07,3.14553766615369e-09,7.18999969785311e-18,1.2614230525946e-21,2.5e-07,0.025
"353",35.2,8.05508339315677e-07,3.02455562563509e-09,6.64088170212758e-18,1.16508509308731e-21,2.5e-07,0.025
"354",35.3,7.74527249345045e-07,2.90822672759174e-09,6.13689967050615e-18,1.07666571050579e-21,2.5e-07,0.025
"355",35.4,7.44737739757655e-07,2.79637200594709e-09,5.67277972112395e-18,9.95239845338278e-22,2.5e-07,0.025
"356",35.5,7.16093980538782e-07,2.68881937786667e-09,5.24458084086187e-18,9.20116050062009e-22,2.5e-07,0.025
"357",35.6,6.88551904366581e-07,2.58540337902301e-09,4.84912675781374e-18,8.50737059864263e-22,2.5e-07,0.025
"358",35.7,6.62069138816197e-07,2.48596490904227e-09,4.48371448976023e-18,7.86628652270129e-22,2.5e-07,0.025
"359",35.8,6.3660494117142e-07,2.39035098674115e-09,4.14596177394642e-18,7.27372876133301e-22,2.5e-07,0.025
"360",35.9,6.1212013574359e-07,2.29841451477731e-09,3.83372444683833e-18,6.72593554687912e-22,2.5e-07,0.025
"361",36,5.88577053601294e-07,2.21001405335151e-09,3.54504927327846e-18,6.21948008861814e-22,2.5e-07,0.025
"362",36.1,5.65939474618179e-07,2.12501360261324e-09,3.27814494071441e-18,5.75121967980193e-22,2.5e-07,0.025
"363",36.2,5.44172571749672e-07,2.04328239343505e-09,3.03136254399076e-18,5.31826145749099e-22,2.5e-07,0.025
"364",36.3,5.23242857452914e-07,1.96469468623387e-09,2.80318119310663e-18,4.91793715140269e-22,2.5e-07,0.025
"365",36.4,5.03118132167463e-07,1.88912957752971e-09,2.59219653186581e-18,4.54778294027488e-22,2.5e-07,0.025
"366",36.5,4.83767434777505e-07,1.81647081394421e-09,2.3971110351328e-18,4.20552242894279e-22,2.5e-07,0.025
"367",36.6,4.65160994979377e-07,1.74660661335294e-09,2.2167254942272e-18,3.88905171005284e-22,2.5e-07,0.025
"368",36.7,4.47270187481093e-07,1.67942949291627e-09,2.04993137270508e-18,3.59642595287082e-22,2.5e-07,0.025
"369",36.8,4.30067487963435e-07,1.61483610372424e-09,1.89570385282037e-18,3.32584720386595e-22,2.5e-07,0.025
"370",36.9,4.13526430734847e-07,1.55272707180121e-09,1.75309546354547e-18,3.07565320760881e-22,2.5e-07,0.025
"371",37,3.97621568014984e-07,1.4930068452254e-09,1.62123021777351e-18,2.84430712099377e-22,2.5e-07,0.025
"372",37.1,3.82328430784284e-07,1.43558354712987e-09,1.4975995041056e-18,2.62740836916808e-22,2.5e-07,0.025
"373",37.2,3.67623491139324e-07,1.38036883435223e-09,1.38322409246923e-18,2.42674669242968e-22,2.5e-07,0.025
"374",37.3,3.5348412609604e-07,1.32727776152647e-09,1.27825002595332e-18,2.24257857598615e-22,2.5e-07,0.025
"375",37.4,3.39888582785143e-07,1.27622865040048e-09,1.18157880968986e-18,2.07297721686333e-22,2.5e-07,0.025
"376",37.5,3.2681594498616e-07,1.22714296417826e-09,1.09238957163528e-18,1.91650240178637e-22,2.5e-07,0.025
"377",37.6,3.14246100948637e-07,1.17994518669577e-09,1.01002072746751e-18,1.77199340625107e-22,2.5e-07,0.025
"378",37.7,3.02159712450981e-07,1.13456270624384e-09,9.33909274237363e-19,1.63846247440006e-22,2.5e-07,0.025
"379",37.8,2.90538185049356e-07,1.09092570385927e-09,8.63559011561434e-19,1.51503905776584e-22,2.5e-07,0.025
"380",37.9,2.7936363947084e-07,1.04896704591244e-09,7.98523332673723e-19,1.40093961961633e-22,2.5e-07,0.025
"381",38,2.68618884106854e-07,1.00862218082603e-09,7.38395399221651e-19,1.29545039546369e-22,2.5e-07,0.025
"382",38.1,2.58287388564533e-07,9.69829039766084e-10,6.82802099659778e-19,1.1979167925792e-22,2.5e-07,0.025
"383",38.2,2.48353258235355e-07,9.325279411526e-10,6.31399984430482e-19,1.10773625811523e-22,2.5e-07,0.025
"384",38.3,2.38801209841893e-07,8.96661498842687e-10,5.83872268205983e-19,1.02435301954676e-22,2.5e-07,0.025
"385",38.4,2.29616547925083e-07,8.62174533845144e-10,5.39926438439699e-19,9.472538889563e-23,2.5e-07,0.025
"386",38.5,2.20785142235825e-07,8.29013989430561e-10,4.99292234383285e-19,8.75964717332066e-23,2.5e-07,0.025
"387",38.6,2.12293405996136e-07,7.97128849506382e-10,4.61719873580901e-19,8.10047283074906e-23,2.5e-07,0.025
"388",38.7,2.0412827499642e-07,7.66470060131357e-10,4.26978459656482e-19,7.49096498583912e-23,2.5e-07,0.025
"389",38.8,1.96277187496679e-07,7.36990454048626e-10,3.94854533962734e-19,6.92737869242788e-23,2.5e-07,0.025
"390",38.9,1.88728064900761e-07,7.08644678121347e-10,3.65150748363131e-19,6.40625164927476e-23,2.5e-07,0.025
"391",39,1.81469293173906e-07,6.81389123559231e-10,3.37684644071395e-19,5.92438277584378e-23,2.5e-07,0.025
"392",39.1,1.74489704975005e-07,6.55181858828979e-10,3.11933704087332e-19,5.47260614403542e-23,2.5e-07,0.025
"393",39.2,1.67778562476056e-07,6.29982565143866e-10,2.88110543909228e-19,5.05464959217056e-23,2.5e-07,0.025
"394",39.3,1.61325540842442e-07,6.05752474435871e-10,2.66245582762387e-19,4.67104735171285e-23,2.5e-07,0.025
"395",39.4,1.55120712348573e-07,5.82454309713098e-10,2.46110015892809e-19,4.31778609776341e-23,2.5e-07,0.025
"396",39.5,1.49154531104461e-07,5.60052227710782e-10,2.27532864426757e-19,3.99186601999115e-23,2.5e-07,0.025
"397",39.6,1.4341781836973e-07,5.38511763748166e-10,2.10376327428702e-19,3.69086945344797e-23,2.5e-07,0.025
"398",39.7,1.37901748432482e-07,5.17799778706282e-10,1.94523137414954e-19,3.41273900848674e-23,2.5e-07,0.025
"399",39.8,1.32597835031277e-07,4.97884408045002e-10,1.79869941166071e-19,3.15566142599266e-23,2.5e-07,0.025
"400",39.9,1.27497918299343e-07,4.78735012780973e-10,1.6632371528572e-19,2.91800468304264e-23,2.5e-07,0.025
"401",40,1.2259415221094e-07,4.60322132350998e-10,1.53799719714911e-19,2.698282084874e-23,2.5e-07,0.025
"402",40.1,1.17878992510549e-07,4.42617439288346e-10,1.42220239329394e-19,2.49513018519652e-23,2.5e-07,0.025
"403",40.2,1.13345185106322e-07,4.25593695642278e-10,1.31513737280788e-19,2.30729393124497e-23,2.5e-07,0.025
"404",40.3,1.08985754909946e-07,4.09224711073725e-10,1.21614230595274e-19,2.13361570867443e-23,2.5e-07,0.025
"405",40.4,1.04793995105735e-07,3.93485302562668e-10,1.12460792060114e-19,1.97302660232937e-23,2.5e-07,0.025
"406",40.5,1.00763456832453e-07,3.78351255665216e-10,1.03997129274259e-19,1.8245390109213e-23,2.5e-07,0.025
"407",40.6,9.68879392619864e-08,3.63799287260794e-10,9.61712152458726e-20,1.68724016611808e-23,2.5e-07,0.025
"408",40.7,9.31614800596121e-08,3.49807009732122e-10,8.89349567512806e-20,1.56028631415753e-23,2.5e-07,0.025
"409",40.8,8.95783462111731e-08,3.36352896522878e-10,8.2243892658814e-20,1.44289742318542e-23,2.5e-07,0.025
"410",40.9,8.61330252030566e-08,3.23416249020059e-10,7.60569174833857e-20,1.33435233325307e-23,2.5e-07,0.025
"411",41,8.28202165414047e-08,3.10977164710094e-10,7.0336027031732e-20,1.23398429388041e-23,2.5e-07,0.025
"412",41.1,7.96348235975414e-08,2.99016506560128e-10,6.49723866631707e-20,1.13988414136394e-23,2.5e-07,0.025
"413",41.2,7.6571945766918e-08,2.87515873575456e-10,6.00102818881845e-20,1.05282834413785e-23,2.5e-07,0.025
"414",41.3,7.36268709297768e-08,2.76457572491098e-10,5.5456048703517e-20,9.72928176857552e-24,2.5e-07,0.025
"415",41.4,7.07950682017534e-08,2.65824590551703e-10,5.1262029554456e-20,8.99347707368654e-24,2.5e-07,0.025
"416",41.5,6.80721809632668e-08,2.5560056933793e-10,4.73926113925348e-20,8.31462107653656e-24,2.5e-07,0.025
"417",41.6,6.54540201570269e-08,2.45769779599732e-10,4.38190917755066e-20,7.68767804291378e-24,2.5e-07,0.025
"418",41.7,6.29365578433323e-08,2.36317097057588e-10,4.05170451574187e-20,7.10836265315516e-24,2.5e-07,0.025
"419",41.8,6.0515921003239e-08,2.27227979134453e-10,3.7464944183313e-20,6.572898085135e-24,2.5e-07,0.025
"420",41.9,5.81883855800703e-08,2.18488442582625e-10,3.46434130888237e-20,6.07788501214153e-24,2.5e-07,0.025
"421",42,5.59503707500985e-08,2.10085041971121e-10,3.20348014392661e-20,5.62022681032084e-24,2.5e-07,0.025
