"","time","P","V","Pv","I","gamma_out","lambda_out"
"22496",47.3,6.999459e-09,2.631481e-11,1.003642e-21,1.760803e-25,7.5e-07,0.05
"22497",47.4,6.730249e-09,2.53027e-11,9.277388e-22,1.627637e-25,7.5e-07,0.05
"22498",47.5,6.471394e-09,2.432952e-11,8.577102e-22,1.504778e-25,7.5e-07,0.05
"22499",47.6,6.222494e-09,2.339377e-11,7.930367e-22,1.391314e-25,7.5e-07,0.05
"22500",47.7,5.983167e-09,2.249401e-11,7.332763e-22,1.286469e-25,7.5e-07,0.05
"22501",47.8,5.753045e-09,2.162886e-11,6.780395e-22,1.189561e-25,7.5e-07,0.05
"22502",47.9,5.531774e-09,2.079698e-11,6.269755e-22,1.099974e-25,7.5e-07,0.05
"22503",48,5.319014e-09,1.999709e-11,5.797649e-22,1.017147e-25,7.5e-07,0.05
"22504",48.1,5.114436e-09,1.922797e-11,5.361148e-22,9.405667e-26,7.5e-07,0.05
"22505",48.2,4.917727e-09,1.848844e-11,4.957555e-22,8.697598e-26,7.5e-07,0.05
"22506",48.3,4.728584e-09,1.777734e-11,4.584382e-22,8.042898e-26,7.5e-07,0.05
"22507",48.4,4.546715e-09,1.70936e-11,4.239333e-22,7.43754e-26,7.5e-07,0.05
"22508",48.5,4.371842e-09,1.643615e-11,3.920286e-22,6.8778e-26,7.5e-07,0.05
"22509",48.6,4.203694e-09,1.580399e-11,3.625279e-22,6.360237e-26,7.5e-07,0.05
"22510",48.7,4.042013e-09,1.519615e-11,3.352501e-22,5.88167e-26,7.5e-07,0.05
"22511",48.8,3.886551e-09,1.461168e-11,3.100274e-22,5.43916e-26,7.5e-07,0.05
"22512",48.9,3.737069e-09,1.404969e-11,2.867049e-22,5.029987e-26,7.5e-07,0.05
"22513",49,3.593335e-09,1.350932e-11,2.651394e-22,4.651639e-26,7.5e-07,0.05
"22514",49.1,3.45513e-09,1.298973e-11,2.449205e-22,4.296918e-26,7.5e-07,0.05
"22515",49.2,3.32224e-09,1.249013e-11,2.262153e-22,3.968752e-26,7.5e-07,0.05
"22516",49.3,3.194462e-09,1.200974e-11,2.090476e-22,3.667559e-26,7.5e-07,0.05
"22517",49.4,3.071598e-09,1.154782e-11,1.932378e-22,3.39019e-26,7.5e-07,0.05
"22518",49.5,2.95346e-09,1.110368e-11,1.786516e-22,3.134287e-26,7.5e-07,0.05
"22519",49.6,2.839865e-09,1.067661e-11,1.651809e-22,2.897954e-26,7.5e-07,0.05
"22520",49.7,2.730639e-09,1.026597e-11,1.527334e-22,2.679575e-26,7.5e-07,0.05
"22521",49.8,2.625615e-09,9.871128e-12,1.412282e-22,2.477726e-26,7.5e-07,0.05
"22522",49.9,2.52463e-09,9.491469e-12,1.305921e-22,2.291125e-26,7.5e-07,0.05
"22523",50,2.427528e-09,9.126413e-12,1.207587e-22,2.118606e-26,7.5e-07,0.05
"22524",50.1,2.334162e-09,8.775397e-12,1.116668e-22,1.959097e-26,7.5e-07,0.05
"22525",50.2,2.244387e-09,8.437881e-12,1.032604e-22,1.811614e-26,7.5e-07,0.05
"22526",50.3,2.158064e-09,8.113348e-12,9.548765e-23,1.675248e-26,7.5e-07,0.05
"22527",50.4,2.075062e-09,7.801296e-12,8.830066e-23,1.549158e-26,7.5e-07,0.05
"22528",50.5,1.995251e-09,7.501246e-12,8.165526e-23,1.43257e-26,7.5e-07,0.05
"22529",50.6,1.918511e-09,7.212736e-12,7.55106e-23,1.324768e-26,7.5e-07,0.05
"22530",50.7,1.844722e-09,6.935324e-12,6.982892e-23,1.225087e-26,7.5e-07,0.05
"22531",50.8,1.773771e-09,6.66858e-12,6.45753e-23,1.132917e-26,7.5e-07,0.05
"22532",50.9,1.705549e-09,6.412096e-12,5.971749e-23,1.047691e-26,7.5e-07,0.05
"22533",51,1.639951e-09,6.165477e-12,5.522562e-23,9.688854e-27,7.5e-07,0.05
"22534",51.1,1.576876e-09,5.928344e-12,5.101426e-23,8.95001e-27,7.5e-07,0.05
"22535",51.2,1.516227e-09,5.70033e-12,4.711817e-23,8.266475e-27,7.5e-07,0.05
"22536",51.3,1.457911e-09,5.481087e-12,4.354233e-23,7.639124e-27,7.5e-07,0.05
"22537",51.4,1.401837e-09,5.270276e-12,4.024932e-23,7.061393e-27,7.5e-07,0.05
"22538",51.5,1.34792e-09,5.067573e-12,3.721118e-23,6.528377e-27,7.5e-07,0.05
"22539",51.6,1.296077e-09,4.872666e-12,3.440536e-23,6.036121e-27,7.5e-07,0.05
"22540",51.7,1.246228e-09,4.685256e-12,3.18127e-23,5.581261e-27,7.5e-07,0.05
"22541",51.8,1.198296e-09,4.505054e-12,2.941629e-23,5.160831e-27,7.5e-07,0.05
"22542",51.9,1.152208e-09,4.331783e-12,2.720091e-23,4.772163e-27,7.5e-07,0.05
"22543",52,1.107892e-09,4.165176e-12,2.515271e-23,4.412824e-27,7.5e-07,0.05
"22544",52.1,1.065281e-09,4.004977e-12,2.325898e-23,4.080585e-27,7.5e-07,0.05
"22545",52.2,1.024309e-09,3.850939e-12,2.150802e-23,3.773394e-27,7.5e-07,0.05
"22546",52.3,9.849122e-10,3.702826e-12,1.988903e-23,3.489357e-27,7.5e-07,0.05
"22547",52.4,9.47031e-10,3.56041e-12,1.839206e-23,3.226727e-27,7.5e-07,0.05
"22548",52.5,9.106067e-10,3.423471e-12,1.70079e-23,2.983887e-27,7.5e-07,0.05
"22549",52.6,8.755834e-10,3.291799e-12,1.572803e-23,2.759346e-27,7.5e-07,0.05
"22550",52.7,8.419071e-10,3.165191e-12,1.45446e-23,2.551723e-27,7.5e-07,0.05
"22551",52.8,8.095261e-10,3.043453e-12,1.345033e-23,2.359743e-27,7.5e-07,0.05
"22552",52.9,7.783904e-10,2.926397e-12,1.24385e-23,2.182226e-27,7.5e-07,0.05
"22553",53,7.484524e-10,2.813843e-12,1.150289e-23,2.018082e-27,7.5e-07,0.05
"22554",53.1,7.196657e-10,2.705619e-12,1.062571e-23,1.864189e-27,7.5e-07,0.05
"22555",53.2,6.919863e-10,2.601556e-12,9.8142e-24,1.721816e-27,7.5e-07,0.05
"22556",53.3,6.653714e-10,2.501497e-12,9.069391e-24,1.591146e-27,7.5e-07,0.05
"22557",53.4,6.397802e-10,2.405285e-12,8.383493e-24,1.470811e-27,7.5e-07,0.05
"22558",53.5,6.151733e-10,2.312774e-12,7.750681e-24,1.359789e-27,7.5e-07,0.05
"22559",53.6,5.915128e-10,2.223821e-12,7.16626e-24,1.257258e-27,7.5e-07,0.05
"22560",53.7,5.687623e-10,2.13829e-12,6.626237e-24,1.162516e-27,7.5e-07,0.05
"22561",53.8,5.468868e-10,2.056048e-12,6.12709e-24,1.074945e-27,7.5e-07,0.05
"22562",53.9,5.258527e-10,1.976969e-12,5.665652e-24,9.939892e-28,7.5e-07,0.05
"22563",54,5.056276e-10,1.900932e-12,5.239034e-24,9.191429e-28,7.5e-07,0.05
"22564",54.1,4.861804e-10,1.827819e-12,4.844591e-24,8.499412e-28,7.5e-07,0.05
"22565",54.2,4.674811e-10,1.757518e-12,4.479884e-24,7.859567e-28,7.5e-07,0.05
"22566",54.3,4.495011e-10,1.689921e-12,4.142667e-24,7.267949e-28,7.5e-07,0.05
"22567",54.4,4.322126e-10,1.624924e-12,3.830865e-24,6.720918e-28,7.5e-07,0.05
"22568",54.5,4.15589e-10,1.562427e-12,3.542558e-24,6.21511e-28,7.5e-07,0.05
"22569",54.6,3.996048e-10,1.502334e-12,3.275976e-24,5.747415e-28,7.5e-07,0.05
"22570",54.7,3.842354e-10,1.444552e-12,3.02948e-24,5.314959e-28,7.5e-07,0.05
"22571",54.8,3.694571e-10,1.388992e-12,2.801556e-24,4.915086e-28,7.5e-07,0.05
"22572",54.9,3.552472e-10,1.335569e-12,2.590803e-24,4.545338e-28,7.5e-07,0.05
"22573",55,3.415839e-10,1.284201e-12,2.395926e-24,4.203444e-28,7.5e-07,0.05
"22574",55.1,3.28446e-10,1.234809e-12,2.213219e-24,3.882901e-28,7.5e-07,0.05
"22575",55.2,3.158135e-10,1.187316e-12,2.04419e-24,3.586354e-28,7.5e-07,0.05
"22576",55.3,3.036668e-10,1.14165e-12,1.889055e-24,3.314183e-28,7.5e-07,0.05
"22577",55.4,2.919873e-10,1.097741e-12,1.74619e-24,3.063538e-28,7.5e-07,0.05
"22578",55.5,2.807571e-10,1.05552e-12,1.614382e-24,2.832292e-28,7.5e-07,0.05
"22579",55.6,2.699587e-10,1.014923e-12,1.492654e-24,2.618731e-28,7.5e-07,0.05
"22580",55.7,2.595757e-10,9.758875e-13,1.380173e-24,2.421393e-28,7.5e-07,0.05
"22581",55.8,2.49592e-10,9.383534e-13,1.276206e-24,2.238992e-28,7.5e-07,0.05
"22582",55.9,2.399923e-10,9.022629e-13,1.180093e-24,2.070371e-28,7.5e-07,0.05
"22583",56,2.307618e-10,8.675605e-13,1.091233e-24,1.914474e-28,7.5e-07,0.05
"22584",56.1,2.218864e-10,8.341927e-13,1.009075e-24,1.770334e-28,7.5e-07,0.05
"22585",56.2,2.133523e-10,8.021084e-13,9.331108e-25,1.637062e-28,7.5e-07,0.05
"22586",56.3,2.051464e-10,7.712581e-13,8.628722e-25,1.513834e-28,7.5e-07,0.05
"22587",56.4,1.972562e-10,7.415943e-13,7.979271e-25,1.399894e-28,7.5e-07,0.05
"22588",56.5,1.896694e-10,7.130715e-13,7.378761e-25,1.294539e-28,7.5e-07,0.05
"22589",56.6,1.823744e-10,6.856456e-13,6.8235e-25,1.197124e-28,7.5e-07,0.05
"22590",56.7,1.7536e-10,6.592746e-13,6.310076e-25,1.107048e-28,7.5e-07,0.05
"22591",56.8,1.686154e-10,6.339179e-13,5.835334e-25,1.023759e-28,7.5e-07,0.05
"22592",56.9,1.621302e-10,6.095365e-13,5.396359e-25,9.467441e-29,7.5e-07,0.05
"22593",57,1.558944e-10,5.860928e-13,4.990452e-25,8.755314e-29,7.5e-07,0.05
"22594",57.1,1.498985e-10,5.635507e-13,4.609894e-25,8.087658e-29,7.5e-07,0.05
"22595",57.2,1.441332e-10,5.418757e-13,4.257824e-25,7.469984e-29,7.5e-07,0.05
"22596",57.3,1.385896e-10,5.210343e-13,3.934694e-25,6.903079e-29,7.5e-07,0.05
"22597",57.4,1.332592e-10,5.009945e-13,3.637122e-25,6.381014e-29,7.5e-07,0.05
"22598",57.5,1.281339e-10,4.817255e-13,3.362581e-25,5.899355e-29,7.5e-07,0.05
"22599",57.6,1.232056e-10,4.631976e-13,3.109034e-25,5.454529e-29,7.5e-07,0.05
"22600",57.7,1.18467e-10,4.453823e-13,2.874748e-25,5.043495e-29,7.5e-07,0.05
"22601",57.8,1.139105e-10,4.282522e-13,2.658197e-25,4.663575e-29,7.5e-07,0.05
"22602",57.9,1.095294e-10,4.11781e-13,2.458005e-25,4.312355e-29,7.5e-07,0.05
"22603",58,1.053167e-10,3.959433e-13,2.27292e-25,3.98764e-29,7.5e-07,0.05
"22604",58.1,1.01266e-10,3.807147e-13,2.101793e-25,3.687413e-29,7.5e-07,0.05
"22605",58.2,9.73712e-11,3.660718e-13,1.943568e-25,3.40982e-29,7.5e-07,0.05
"22606",58.3,9.362615e-11,3.519921e-13,1.797268e-25,3.153151e-29,7.5e-07,0.05
"22607",58.4,9.002515e-11,3.38454e-13,1.661995e-25,2.915825e-29,7.5e-07,0.05
"22608",58.5,8.656264e-11,3.254365e-13,1.536915e-25,2.696384e-29,7.5e-07,0.05
"22609",58.6,8.323331e-11,3.129197e-13,1.42126e-25,2.493477e-29,7.5e-07,0.05
"22610",58.7,8.003203e-11,3.008843e-13,1.31432e-25,2.305859e-29,7.5e-07,0.05
"22611",58.8,7.695387e-11,2.893119e-13,1.215436e-25,2.132377e-29,7.5e-07,0.05
"22612",58.9,7.399411e-11,2.781845e-13,1.124002e-25,1.971964e-29,7.5e-07,0.05
"22613",59,7.114818e-11,2.674851e-13,1.039457e-25,1.823636e-29,7.5e-07,0.05
"22614",59.1,6.841171e-11,2.571972e-13,9.601903e-26,1.684571e-29,7.5e-07,0.05
"22615",59.2,6.578049e-11,2.47305e-13,8.868582e-26,1.555916e-29,7.5e-07,0.05
"22616",59.3,6.325047e-11,2.377933e-13,8.195537e-26,1.437836e-29,7.5e-07,0.05
"22617",59.4,6.081776e-11,2.286474e-13,7.575727e-26,1.329095e-29,7.5e-07,0.05
"22618",59.5,5.847862e-11,2.198532e-13,7.003887e-26,1.228771e-29,7.5e-07,0.05
"22619",59.6,5.622944e-11,2.113973e-13,6.475777e-26,1.136119e-29,7.5e-07,0.05
"22620",59.7,5.406677e-11,2.032667e-13,5.987786e-26,1.050505e-29,7.5e-07,0.05
"22621",59.8,5.198728e-11,1.954487e-13,5.536733e-26,9.713716e-30,7.5e-07,0.05
"22622",59.9,4.998777e-11,1.879315e-13,5.119755e-26,8.982164e-30,7.5e-07,0.05
"22623",60,4.806516e-11,1.807033e-13,4.734243e-26,8.305816e-30,7.5e-07,0.05
"22624",60.1,4.62165e-11,1.737532e-13,4.377805e-26,7.680477e-30,7.5e-07,0.05
"22625",60.2,4.443894e-11,1.670704e-13,4.048238e-26,7.102282e-30,7.5e-07,0.05
"22626",60.3,4.272975e-11,1.606446e-13,3.743513e-26,6.567668e-30,7.5e-07,0.05
"22627",60.4,4.10863e-11,1.54466e-13,3.461753e-26,6.073344e-30,7.5e-07,0.05
"22628",60.5,3.950606e-11,1.48525e-13,3.201226e-26,5.616272e-30,7.5e-07,0.05
"22629",60.6,3.79866e-11,1.428125e-13,2.960329e-26,5.19364e-30,7.5e-07,0.05
"22630",60.7,3.652557e-11,1.373197e-13,2.737584e-26,4.802852e-30,7.5e-07,0.05
"22631",60.8,3.512074e-11,1.320382e-13,2.53162e-26,4.441507e-30,7.5e-07,0.05
"22632",60.9,3.376995e-11,1.269598e-13,2.341174e-26,4.107385e-30,7.5e-07,0.05
"22633",61,3.24711e-11,1.220767e-13,2.165074e-26,3.798434e-30,7.5e-07,0.05
"22634",61.1,3.122221e-11,1.173814e-13,1.999971e-26,3.508776e-30,7.5e-07,0.05
"22635",61.2,3.002136e-11,1.128668e-13,1.847228e-26,3.240802e-30,7.5e-07,0.05
"22636",61.3,2.886669e-11,1.085257e-13,1.707041e-26,2.994854e-30,7.5e-07,0.05
"22637",61.4,2.775643e-11,1.043517e-13,1.577941e-26,2.76836e-30,7.5e-07,0.05
"22638",61.5,2.668888e-11,1.003381e-13,1.458833e-26,2.559395e-30,7.5e-07,0.05
"22639",61.6,2.566238e-11,9.647899e-14,1.348833e-26,2.366411e-30,7.5e-07,0.05
"22640",61.7,2.467537e-11,9.276826e-14,1.24719e-26,2.188087e-30,7.5e-07,0.05
"22641",61.8,2.372632e-11,8.920025e-14,1.153241e-26,2.023261e-30,7.5e-07,0.05
"22642",61.9,2.281376e-11,8.576947e-14,1.066389e-26,1.870886e-30,7.5e-07,0.05
"22643",62,2.193631e-11,8.247064e-14,9.860909e-27,1.730011e-30,7.5e-07,0.05
"22644",62.1,2.109261e-11,7.92987e-14,9.118487e-27,1.599759e-30,7.5e-07,0.05
"22645",62.2,2.028135e-11,7.624875e-14,8.432037e-27,1.479327e-30,7.5e-07,0.05
"22646",62.3,1.95013e-11,7.33161e-14,7.797328e-27,1.367973e-30,7.5e-07,0.05
"22647",62.4,1.875125e-11,7.049625e-14,7.210453e-27,1.265011e-30,7.5e-07,0.05
"22648",62.5,1.803005e-11,6.778486e-14,6.667803e-27,1.169808e-30,7.5e-07,0.05
"22649",62.6,1.733659e-11,6.517775e-14,6.166042e-27,1.081778e-30,7.5e-07,0.05
"22650",62.7,1.666979e-11,6.267091e-14,5.702087e-27,1.000382e-30,7.5e-07,0.05
"22651",62.8,1.602865e-11,6.026049e-14,5.273088e-27,9.251174e-31,7.5e-07,0.05
"22652",62.9,1.541216e-11,5.794278e-14,4.876409e-27,8.555234e-31,7.5e-07,0.05
"22653",63,1.481939e-11,5.571421e-14,4.509612e-27,7.911722e-31,7.5e-07,0.05
"22654",63.1,1.424941e-11,5.357136e-14,4.165721e-27,7.308396e-31,7.5e-07,0.05
"22655",63.2,1.370136e-11,5.151092e-14,3.847574e-27,6.750236e-31,7.5e-07,0.05
"22656",63.3,1.317438e-11,4.952973e-14,3.555579e-27,6.237954e-31,7.5e-07,0.05
"22657",63.4,1.266767e-11,4.762474e-14,3.286678e-27,5.76619e-31,7.5e-07,0.05
"22658",63.5,1.218046e-11,4.579302e-14,3.038589e-27,5.33094e-31,7.5e-07,0.05
"22659",63.6,1.171198e-11,4.403175e-14,2.809472e-27,4.928974e-31,7.5e-07,0.05
"22660",63.7,1.126152e-11,4.233822e-14,2.597761e-27,4.557545e-31,7.5e-07,0.05
"22661",63.8,1.082838e-11,4.070983e-14,2.402074e-27,4.21423e-31,7.5e-07,0.05
"22662",63.9,1.04119e-11,3.914407e-14,2.221171e-27,3.896851e-31,7.5e-07,0.05
"22663",64,1.001145e-11,3.763853e-14,2.053919e-27,3.603422e-31,7.5e-07,0.05
"22664",64.1,9.626391e-12,3.619089e-14,1.899281e-27,3.332123e-31,7.5e-07,0.05
"22665",64.2,9.256145e-12,3.479893e-14,1.756301e-27,3.081277e-31,7.5e-07,0.05
"22666",64.3,8.90014e-12,3.346051e-14,1.624098e-27,2.849338e-31,7.5e-07,0.05
"22667",64.4,8.557827e-12,3.217357e-14,1.501858e-27,2.634879e-31,7.5e-07,0.05
"22668",64.5,8.228679e-12,3.093612e-14,1.38883e-27,2.436582e-31,7.5e-07,0.05
"22669",64.6,7.912192e-12,2.974627e-14,1.284319e-27,2.253226e-31,7.5e-07,0.05
"22670",64.7,7.607877e-12,2.860219e-14,1.187682e-27,2.083685e-31,7.5e-07,0.05
"22671",64.8,7.315266e-12,2.75021e-14,1.098326e-27,1.926918e-31,7.5e-07,0.05
"22672",64.9,7.03391e-12,2.644433e-14,1.015702e-27,1.781961e-31,7.5e-07,0.05
"22673",65,6.763375e-12,2.542724e-14,9.393028e-28,1.647925e-31,7.5e-07,0.05
"22674",65.1,6.503245e-12,2.444927e-14,8.676741e-28,1.522259e-31,7.5e-07,0.05
"22675",65.2,6.25312e-12,2.350891e-14,8.014076e-28,1.406e-31,7.5e-07,0.05
"22676",65.3,6.012615e-12,2.260472e-14,7.405881e-28,1.299297e-31,7.5e-07,0.05
"22677",65.4,5.781361e-12,2.173531e-14,6.84579e-28,1.201034e-31,7.5e-07,0.05
"22678",65.5,5.559001e-12,2.089934e-14,6.329048e-28,1.110376e-31,7.5e-07,0.05
"22679",65.6,5.345193e-12,2.009552e-14,5.851823e-28,1.026651e-31,7.5e-07,0.05
"22680",65.7,5.139609e-12,1.932261e-14,5.410851e-28,9.492866e-32,7.5e-07,0.05
"22681",65.8,4.941932e-12,1.857943e-14,5.003258e-28,8.77778e-32,7.5e-07,0.05
"22682",65.9,4.751857e-12,1.786484e-14,4.626456e-28,8.116714e-32,7.5e-07,0.05
"22683",66,4.569094e-12,1.717773e-14,4.278089e-28,7.505534e-32,7.5e-07,0.05
"22684",66.1,4.393359e-12,1.651705e-14,3.955994e-28,6.940447e-32,7.5e-07,0.05
"22685",66.2,4.224384e-12,1.588178e-14,3.658183e-28,6.417962e-32,7.5e-07,0.05
"22686",66.3,4.061908e-12,1.527094e-14,3.382818e-28,5.93486e-32,7.5e-07,0.05
"22687",66.4,3.90568e-12,1.46836e-14,3.128206e-28,5.488165e-32,7.5e-07,0.05
"22688",66.5,3.755462e-12,1.411884e-14,2.892781e-28,5.075133e-32,7.5e-07,0.05
"22689",66.6,3.611021e-12,1.357581e-14,2.675096e-28,4.693222e-32,7.5e-07,0.05
"22690",66.7,3.472136e-12,1.305366e-14,2.473812e-28,4.340088e-32,7.5e-07,0.05
"22691",66.8,3.338592e-12,1.25516e-14,2.287694e-28,4.013559e-32,7.5e-07,0.05
"22692",66.9,3.210185e-12,1.206885e-14,2.115597e-28,3.711631e-32,7.5e-07,0.05
"22693",67,3.086716e-12,1.160466e-14,1.956465e-28,3.432447e-32,7.5e-07,0.05
"22694",67.1,2.967996e-12,1.115833e-14,1.80727e-28,3.170698e-32,7.5e-07,0.05
"22695",67.2,2.853842e-12,1.072916e-14,1.669244e-28,2.928544e-32,7.5e-07,0.05
"22696",67.3,2.744079e-12,1.03165e-14,1.542564e-28,2.706294e-32,7.5e-07,0.05
"22697",67.4,2.638538e-12,9.919712e-15,1.425903e-28,2.501623e-32,7.5e-07,0.05
"22698",67.5,2.537055e-12,9.538185e-15,1.318271e-28,2.312792e-32,7.5e-07,0.05
"22699",67.6,2.439476e-12,9.171331e-15,1.218871e-28,2.138402e-32,7.5e-07,0.05
"22700",67.7,2.34565e-12,8.818588e-15,1.127021e-28,1.97726e-32,7.5e-07,0.05
"22701",67.8,2.255433e-12,8.479411e-15,1.042124e-28,1.828315e-32,7.5e-07,0.05
"22702",67.9,2.168686e-12,8.15328e-15,9.636401e-29,1.690623e-32,7.5e-07,0.05
"22703",68,2.085275e-12,7.839693e-15,8.91079e-29,1.563321e-32,7.5e-07,0.05
"22704",68.1,2.005072e-12,7.538166e-15,8.239903e-29,1.445619e-32,7.5e-07,0.05
"22705",68.2,1.927954e-12,7.248236e-15,7.619593e-29,1.336791e-32,7.5e-07,0.05
"22706",68.3,1.853802e-12,6.969458e-15,7.046039e-29,1.236166e-32,7.5e-07,0.05
"22707",68.4,1.782502e-12,6.701402e-15,6.515711e-29,1.143125e-32,7.5e-07,0.05
"22708",68.5,1.713944e-12,6.443656e-15,6.025346e-29,1.057095e-32,7.5e-07,0.05
"22709",68.6,1.648023e-12,6.195823e-15,5.571931e-29,9.775468e-33,7.5e-07,0.05
"22710",68.7,1.584637e-12,5.957522e-15,5.15268e-29,9.039928e-33,7.5e-07,0.05
"22711",68.8,1.52369e-12,5.728387e-15,4.765015e-29,8.359804e-33,7.5e-07,0.05
"22712",68.9,1.465086e-12,5.508064e-15,4.406557e-29,7.73092e-33,7.5e-07,0.05
"22713",69,1.408737e-12,5.296215e-15,4.075102e-29,7.149411e-33,7.5e-07,0.05
"22714",69.1,1.354555e-12,5.092515e-15,3.764345e-29,6.604217e-33,7.5e-07,0.05
"22715",69.2,1.302456e-12,4.896649e-15,3.476853e-29,6.099837e-33,7.5e-07,0.05
"22716",69.3,1.252362e-12,4.708316e-15,3.212991e-29,5.636914e-33,7.5e-07,0.05
"22717",69.4,1.204194e-12,4.527227e-15,2.97e-29,5.210606e-33,7.5e-07,0.05
"22718",69.5,1.157879e-12,4.353103e-15,2.745815e-29,4.817293e-33,7.5e-07,0.05
"22719",69.6,1.113345e-12,4.185676e-15,2.538774e-29,4.454057e-33,7.5e-07,0.05
"22720",69.7,1.070524e-12,4.024688e-15,2.347461e-29,4.118416e-33,7.5e-07,0.05
"22721",69.8,1.02935e-12,3.869893e-15,2.17063e-29,3.80818e-33,7.5e-07,0.05
"22722",69.9,9.897598e-13,3.721051e-15,2.007157e-29,3.521382e-33,7.5e-07,0.05
"22723",70,9.516921e-13,3.577933e-15,1.85602e-29,3.256225e-33,7.5e-07,0.05
"22724",70.1,9.150886e-13,3.440321e-15,1.716281e-29,3.011066e-33,7.5e-07,0.05
"22725",70.2,8.798929e-13,3.308e-15,1.587078e-29,2.78439e-33,7.5e-07,0.05
"22726",70.3,8.460508e-13,3.18077e-15,1.467613e-29,2.574799e-33,7.5e-07,0.05
"22727",70.4,8.135104e-13,3.058432e-15,1.357151e-29,2.381004e-33,7.5e-07,0.05
"22728",70.5,7.822216e-13,2.9408e-15,1.255014e-29,2.201812e-33,7.5e-07,0.05
"22729",70.6,7.521361e-13,2.827693e-15,1.160572e-29,2.036123e-33,7.5e-07,0.05
"22730",70.7,7.232078e-13,2.718935e-15,1.073247e-29,1.882918e-33,7.5e-07,0.05
"22731",70.8,6.953921e-13,2.614361e-15,9.925005e-30,1.741256e-33,7.5e-07,0.05
"22732",70.9,6.686463e-13,2.513809e-15,9.178375e-30,1.610266e-33,7.5e-07,0.05
"22733",71,6.429291e-13,2.417124e-15,8.487991e-30,1.489144e-33,7.5e-07,0.05
"22734",71.1,6.182011e-13,2.324157e-15,7.840719e-30,1.375586e-33,7.5e-07,0.05
"22735",71.2,5.944241e-13,2.234767e-15,7.241904e-30,1.270529e-33,7.5e-07,0.05
"22736",71.3,5.715616e-13,2.148814e-15,6.692309e-30,1.174107e-33,7.5e-07,0.05
"22737",71.4,5.495785e-13,2.066167e-15,6.186184e-30,1.085312e-33,7.5e-07,0.05
"22738",71.5,5.284409e-13,1.986699e-15,5.719232e-30,1.003389e-33,7.5e-07,0.05
"22739",71.6,5.081162e-13,1.910288e-15,5.287988e-30,9.277314e-34,7.5e-07,0.05
"22740",71.7,4.885733e-13,1.836815e-15,4.889504e-30,8.578209e-34,7.5e-07,0.05
"22741",71.8,4.69782e-13,1.766169e-15,4.521184e-30,7.932023e-34,7.5e-07,0.05
"22742",71.9,4.517135e-13,1.698239e-15,4.180688e-30,7.334652e-34,7.5e-07,0.05
"22743",72,4.343399e-13,1.632922e-15,3.865886e-30,6.782361e-34,7.5e-07,0.05
"22744",72.1,4.176345e-13,1.570117e-15,3.574826e-30,6.271721e-34,7.5e-07,0.05
"22745",72.2,4.015716e-13,1.509728e-15,3.305709e-30,5.799579e-34,7.5e-07,0.05
"22746",72.3,3.861266e-13,1.451662e-15,3.056877e-30,5.363024e-34,7.5e-07,0.05
"22747",72.4,3.712755e-13,1.395829e-15,2.826797e-30,4.959369e-34,7.5e-07,0.05
"22748",72.5,3.569957e-13,1.342143e-15,2.614056e-30,4.586133e-34,7.5e-07,0.05
"22749",72.6,3.432651e-13,1.290522e-15,2.417345e-30,4.241021e-34,7.5e-07,0.05
"22750",72.7,3.300626e-13,1.240887e-15,2.235455e-30,3.921912e-34,7.5e-07,0.05
"22751",72.8,3.173679e-13,1.19316e-15,2.06727e-30,3.626845e-34,7.5e-07,0.05
"22752",72.9,3.051614e-13,1.147269e-15,1.911755e-30,3.354007e-34,7.5e-07,0.05
"22753",73,2.934244e-13,1.103144e-15,1.767956e-30,3.101724e-34,7.5e-07,0.05
"22754",73.1,2.821389e-13,1.060715e-15,1.633136e-30,2.865195e-34,7.5e-07,0.05
"22755",73.2,2.712874e-13,1.019918e-15,1.508409e-30,2.646373e-34,7.5e-07,0.05
"22756",73.3,2.608533e-13,9.806907e-16,1.393935e-30,2.445537e-34,7.5e-07,0.05
"22757",73.4,2.508204e-13,9.429718e-16,1.288514e-30,2.260586e-34,7.5e-07,0.05
"22758",73.5,2.411735e-13,9.067037e-16,1.191253e-30,2.08995e-34,7.5e-07,0.05
"22759",73.6,2.318976e-13,8.718304e-16,1.10143e-30,1.932363e-34,7.5e-07,0.05
"22760",73.7,2.229785e-13,8.382985e-16,1.01843e-30,1.786747e-34,7.5e-07,0.05
"22761",73.8,2.144024e-13,8.060563e-16,9.41713e-31,1.652153e-34,7.5e-07,0.05
"22762",73.9,2.061561e-13,7.750541e-16,8.707914e-31,1.527728e-34,7.5e-07,0.05
"22763",74,1.98227e-13,7.452443e-16,8.052218e-31,1.412691e-34,7.5e-07,0.05
"22764",74.1,1.906029e-13,7.165811e-16,7.445972e-31,1.306331e-34,7.5e-07,0.05
"22765",74.2,1.83272e-13,6.890203e-16,6.88543e-31,1.207989e-34,7.5e-07,0.05
"22766",74.3,1.762231e-13,6.625195e-16,6.367139e-31,1.117059e-34,7.5e-07,0.05
"22767",74.4,1.694453e-13,6.37038e-16,5.887909e-31,1.032982e-34,7.5e-07,0.05
"22768",74.5,1.629282e-13,6.125365e-16,5.444792e-31,9.552413e-35,7.5e-07,0.05
"22769",74.6,1.566617e-13,5.889774e-16,5.035065e-31,8.833582e-35,7.5e-07,0.05
"22770",74.7,1.506363e-13,5.663244e-16,4.656209e-31,8.168912e-35,7.5e-07,0.05
