,parameter,equilibrium,nature,complex_eigenvalues,resilience,reactivity,real_eigen_zero,eigenvalue_1,eigenvalue_2,eigenvalue_3,eigenvalue_4
9249,80.9,0,unstable,0,NA,NA,0,80899.2,-56999.949,-1.18,-1.0024
9250,81,0,unstable,0,NA,NA,0,80999.2,-56999.949,-1.18,-1.0024
9251,81.1,0,unstable,0,NA,NA,0,81099.2,-56999.949,-1.18,-1.0024
9252,81.2,0,unstable,0,NA,NA,0,81199.2,-56999.949,-1.18,-1.0024
9253,81.3,0,unstable,0,NA,NA,0,81299.2,-56999.949,-1.18,-1.0024
9254,81.4,0,unstable,0,NA,NA,0,81399.2,-56999.949,-1.18,-1.0024
9255,81.5,0,unstable,0,NA,NA,0,81499.2,-56999.949,-1.18,-1.0024
9256,81.6,0,unstable,0,NA,NA,0,81599.2,-56999.949,-1.18,-1.0024
9257,81.7,0,unstable,0,NA,NA,0,81699.2,-56999.949,-1.18,-1.0024
9258,81.8,0,unstable,0,NA,NA,0,81799.2,-56999.949,-1.18,-1.0024
9259,81.9,0,unstable,0,NA,NA,0,81899.2,-56999.949,-1.18,-1.0024
9260,82,0,unstable,0,NA,NA,0,81999.2,-56999.949,-1.18,-1.0024
9261,82.1,0,unstable,0,NA,NA,0,82099.2,-56999.949,-1.18,-1.0024
9262,82.2,0,unstable,0,NA,NA,0,82199.2,-56999.949,-1.18,-1.0024
9263,82.3,0,unstable,0,NA,NA,0,82299.2,-56999.949,-1.18,-1.0024
9264,82.4,0,unstable,0,NA,NA,0,82399.2,-56999.949,-1.18,-1.0024
9265,82.5,0,unstable,0,NA,NA,0,82499.2,-56999.949,-1.18,-1.0024
9266,82.6,0,unstable,0,NA,NA,0,82599.2,-56999.949,-1.18,-1.0024
9267,82.7,0,unstable,0,NA,NA,0,82699.2,-56999.949,-1.18,-1.0024
9268,82.8,0,unstable,0,NA,NA,0,82799.2,-56999.949,-1.18,-1.0024
9269,82.9,0,unstable,0,NA,NA,0,82899.2,-56999.949,-1.18,-1.0024
9270,83,0,unstable,0,NA,NA,0,82999.2,-56999.949,-1.18,-1.0024
9271,83.1,0,unstable,0,NA,NA,0,83099.2,-56999.949,-1.18,-1.0024
9272,83.2,0,unstable,0,NA,NA,0,83199.2,-56999.949,-1.18,-1.0024
9273,83.3,0,unstable,0,NA,NA,0,83299.2,-56999.949,-1.18,-1.0024
9274,83.4,0,unstable,0,NA,NA,0,83399.2,-56999.949,-1.18,-1.0024
9275,83.5,0,unstable,0,NA,NA,0,83499.2,-56999.949,-1.18,-1.0024
9276,83.6,0,unstable,0,NA,NA,0,83599.2,-56999.949,-1.18,-1.0024
9277,83.7,0,unstable,0,NA,NA,0,83699.2,-56999.949,-1.18,-1.0024
9278,83.8,0,unstable,0,NA,NA,0,83799.2,-56999.949,-1.18,-1.0024
9279,83.9,0,unstable,0,NA,NA,0,83899.2,-56999.949,-1.18,-1.0024
9280,84,0,unstable,0,NA,NA,0,83999.2,-56999.949,-1.18,-1.0024
9281,84.1,0,unstable,0,NA,NA,0,84099.2,-56999.949,-1.18,-1.0024
9282,84.2,0,unstable,0,NA,NA,0,84199.2,-56999.949,-1.18,-1.0024
9283,84.3,0,unstable,0,NA,NA,0,84299.2,-56999.949,-1.18,-1.0024
9284,84.4,0,unstable,0,NA,NA,0,84399.2,-56999.949,-1.18,-1.0024
9285,84.5,0,unstable,0,NA,NA,0,84499.2,-56999.949,-1.18,-1.0024
9286,84.6,0,unstable,0,NA,NA,0,84599.2,-56999.949,-1.18,-1.0024
9287,84.7,0,unstable,0,NA,NA,0,84699.2,-56999.949,-1.18,-1.0024
9288,84.8,0,unstable,0,NA,NA,0,84799.2,-56999.949,-1.18,-1.0024
9289,84.9,0,unstable,0,NA,NA,0,84899.2,-56999.949,-1.18,-1.0024
9290,85,0,unstable,0,NA,NA,0,84999.2,-56999.949,-1.18,-1.0024
9291,85.1,0,unstable,0,NA,NA,0,85099.2,-56999.949,-1.18,-1.0024
9292,85.2,0,unstable,0,NA,NA,0,85199.2,-56999.949,-1.18,-1.0024
9293,85.3,0,unstable,0,NA,NA,0,85299.2,-56999.949,-1.18,-1.0024
9294,85.4,0,unstable,0,NA,NA,0,85399.2,-56999.949,-1.18,-1.0024
9295,85.5,0,unstable,0,NA,NA,0,85499.2,-56999.949,-1.18,-1.0024
9296,85.6,0,unstable,0,NA,NA,0,85599.2,-56999.949,-1.18,-1.0024
9297,85.7,0,unstable,0,NA,NA,0,85699.2,-56999.949,-1.18,-1.0024
9298,85.8,0,unstable,0,NA,NA,0,85799.2,-56999.949,-1.18,-1.0024
9299,85.9,0,unstable,0,NA,NA,0,85899.2,-56999.949,-1.18,-1.0024
9300,86,0,unstable,0,NA,NA,0,85999.2,-56999.949,-1.18,-1.0024
9301,86.1,0,unstable,0,NA,NA,0,86099.2,-56999.949,-1.18,-1.0024
9302,86.2,0,unstable,0,NA,NA,0,86199.2,-56999.949,-1.18,-1.0024
9303,86.3,0,unstable,0,NA,NA,0,86299.2,-56999.949,-1.18,-1.0024
9304,86.4,0,unstable,0,NA,NA,0,86399.2,-56999.949,-1.18,-1.0024
9305,86.5,0,unstable,0,NA,NA,0,86499.2,-56999.949,-1.18,-1.0024
9306,86.6,0,unstable,0,NA,NA,0,86599.2,-56999.949,-1.18,-1.0024
9307,86.7,0,unstable,0,NA,NA,0,86699.2,-56999.949,-1.18,-1.0024
9308,86.8,0,unstable,0,NA,NA,0,86799.2,-56999.949,-1.18,-1.0024
9309,86.9,0,unstable,0,NA,NA,0,86899.2,-56999.949,-1.18,-1.0024
9310,87,0,unstable,0,NA,NA,0,86999.2,-56999.949,-1.18,-1.0024
9311,87.1,0,unstable,0,NA,NA,0,87099.2,-56999.949,-1.18,-1.0024
9312,87.2,0,unstable,0,NA,NA,0,87199.2,-56999.949,-1.18,-1.0024
9313,87.3,0,unstable,0,NA,NA,0,87299.2,-56999.949,-1.18,-1.0024
9314,87.4,0,unstable,0,NA,NA,0,87399.2,-56999.949,-1.18,-1.0024
9315,87.5,0,unstable,0,NA,NA,0,87499.2,-56999.949,-1.18,-1.0024
9316,87.6,0,unstable,0,NA,NA,0,87599.2,-56999.949,-1.18,-1.0024
9317,87.7,0,unstable,0,NA,NA,0,87699.2,-56999.949,-1.18,-1.0024
9318,87.8,0,unstable,0,NA,NA,0,87799.2,-56999.949,-1.18,-1.0024
9319,87.9,0,unstable,0,NA,NA,0,87899.2,-56999.949,-1.18,-1.0024
9320,88,0,unstable,0,NA,NA,0,87999.2,-56999.949,-1.18,-1.0024
9321,88.1,0,unstable,0,NA,NA,0,88099.2,-56999.949,-1.18,-1.0024
9322,88.2,0,unstable,0,NA,NA,0,88199.2,-56999.949,-1.18,-1.0024
9323,88.3,0,unstable,0,NA,NA,0,88299.2,-56999.949,-1.18,-1.0024
9324,88.4,0,unstable,0,NA,NA,0,88399.2,-56999.949,-1.18,-1.0024
9325,88.5,0,unstable,0,NA,NA,0,88499.2,-56999.949,-1.18,-1.0024
9326,88.6,0,unstable,0,NA,NA,0,88599.2,-56999.949,-1.18,-1.0024
9327,88.7,0,unstable,0,NA,NA,0,88699.2,-56999.949,-1.18,-1.0024
9328,88.8,0,unstable,0,NA,NA,0,88799.2,-56999.949,-1.18,-1.0024
9329,88.9,0,unstable,0,NA,NA,0,88899.2,-56999.949,-1.18,-1.0024
9330,89,0,unstable,0,NA,NA,0,88999.2,-56999.949,-1.18,-1.0024
9331,89.1,0,unstable,0,NA,NA,0,89099.2,-56999.949,-1.18,-1.0024
9332,89.2,0,unstable,0,NA,NA,0,89199.2,-56999.949,-1.18,-1.0024
9333,89.3,0,unstable,0,NA,NA,0,89299.2,-56999.949,-1.18,-1.0024
9334,89.4,0,unstable,0,NA,NA,0,89399.2,-56999.949,-1.18,-1.0024
9335,89.5,0,unstable,0,NA,NA,0,89499.2,-56999.949,-1.18,-1.0024
9336,89.6,0,unstable,0,NA,NA,0,89599.2,-56999.949,-1.18,-1.0024
9337,89.7,0,unstable,0,NA,NA,0,89699.2,-56999.949,-1.18,-1.0024
9338,89.8,0,unstable,0,NA,NA,0,89799.2,-56999.949,-1.18,-1.0024
9339,89.9,0,unstable,0,NA,NA,0,89899.2,-56999.949,-1.18,-1.0024
9340,90,0,unstable,0,NA,NA,0,89999.2,-56999.949,-1.18,-1.0024
9341,90.1,0,unstable,0,NA,NA,0,90099.2,-56999.949,-1.18,-1.0024
9342,90.2,0,unstable,0,NA,NA,0,90199.2,-56999.949,-1.18,-1.0024
9343,90.3,0,unstable,0,NA,NA,0,90299.2,-56999.949,-1.18,-1.0024
9344,90.4,0,unstable,0,NA,NA,0,90399.2,-56999.949,-1.18,-1.0024
9345,90.5,0,unstable,0,NA,NA,0,90499.2,-56999.949,-1.18,-1.0024
9346,90.6,0,unstable,0,NA,NA,0,90599.2,-56999.949,-1.18,-1.0024
9347,90.7,0,unstable,0,NA,NA,0,90699.2,-56999.949,-1.18,-1.0024
9348,90.8,0,unstable,0,NA,NA,0,90799.2,-56999.949,-1.18,-1.0024
9349,90.9,0,unstable,0,NA,NA,0,90899.2,-56999.949,-1.18,-1.0024
9350,91,0,unstable,0,NA,NA,0,90999.2,-56999.949,-1.18,-1.0024
9351,91.1,0,unstable,0,NA,NA,0,91099.2,-56999.949,-1.18,-1.0024
9352,91.2,0,unstable,0,NA,NA,0,91199.2,-56999.949,-1.18,-1.0024
9353,91.3,0,unstable,0,NA,NA,0,91299.2,-56999.949,-1.18,-1.0024
9354,91.4,0,unstable,0,NA,NA,0,91399.2,-56999.949,-1.18,-1.0024
9355,91.5,0,unstable,0,NA,NA,0,91499.2,-56999.949,-1.18,-1.0024
9356,91.6,0,unstable,0,NA,NA,0,91599.2,-56999.949,-1.18,-1.0024
9357,91.7,0,unstable,0,NA,NA,0,91699.2,-56999.949,-1.18,-1.0024
9358,91.8,0,unstable,0,NA,NA,0,91799.2,-56999.949,-1.18,-1.0024
9359,91.9,0,unstable,0,NA,NA,0,91899.2,-56999.949,-1.18,-1.0024
9360,92,0,unstable,0,NA,NA,0,91999.2,-56999.949,-1.18,-1.0024
9361,92.1,0,unstable,0,NA,NA,0,92099.2,-56999.949,-1.18,-1.0024
9362,92.2,0,unstable,0,NA,NA,0,92199.2,-56999.949,-1.18,-1.0024
9363,92.3,0,unstable,0,NA,NA,0,92299.2,-56999.949,-1.18,-1.0024
9364,92.4,0,unstable,0,NA,NA,0,92399.2,-56999.949,-1.18,-1.0024
9365,92.5,0,unstable,0,NA,NA,0,92499.2,-56999.949,-1.18,-1.0024
9366,92.6,0,unstable,0,NA,NA,0,92599.2,-56999.949,-1.18,-1.0024
9367,92.7,0,unstable,0,NA,NA,0,92699.2,-56999.949,-1.18,-1.0024
9368,92.8,0,unstable,0,NA,NA,0,92799.2,-56999.949,-1.18,-1.0024
9369,92.9,0,unstable,0,NA,NA,0,92899.2,-56999.949,-1.18,-1.0024
9370,93,0,unstable,0,NA,NA,0,92999.2,-56999.949,-1.18,-1.0024
9371,93.1,0,unstable,0,NA,NA,0,93099.2,-56999.949,-1.18,-1.0024
9372,93.2,0,unstable,0,NA,NA,0,93199.2,-56999.949,-1.18,-1.0024
9373,93.3,0,unstable,0,NA,NA,0,93299.2,-56999.949,-1.18,-1.0024
9374,93.4,0,unstable,0,NA,NA,0,93399.2,-56999.949,-1.18,-1.0024
9375,93.5,0,unstable,0,NA,NA,0,93499.2,-56999.949,-1.18,-1.0024
9376,93.6,0,unstable,0,NA,NA,0,93599.2,-56999.949,-1.18,-1.0024
9377,93.7,0,unstable,0,NA,NA,0,93699.2,-56999.949,-1.18,-1.0024
9378,93.8,0,unstable,0,NA,NA,0,93799.2,-56999.949,-1.18,-1.0024
9379,93.9,0,unstable,0,NA,NA,0,93899.2,-56999.949,-1.18,-1.0024
9380,94,0,unstable,0,NA,NA,0,93999.2,-56999.949,-1.18,-1.0024
9381,94.1,0,unstable,0,NA,NA,0,94099.2,-56999.949,-1.18,-1.0024
9382,94.2,0,unstable,0,NA,NA,0,94199.2,-56999.949,-1.18,-1.0024
9383,94.3,0,unstable,0,NA,NA,0,94299.2,-56999.949,-1.18,-1.0024
9384,94.4,0,unstable,0,NA,NA,0,94399.2,-56999.949,-1.18,-1.0024
9385,94.5,0,unstable,0,NA,NA,0,94499.2,-56999.949,-1.18,-1.0024
9386,94.6,0,unstable,0,NA,NA,0,94599.2,-56999.949,-1.18,-1.0024
9387,94.7,0,unstable,0,NA,NA,0,94699.2,-56999.949,-1.18,-1.0024
9388,94.8,0,unstable,0,NA,NA,0,94799.2,-56999.949,-1.18,-1.0024
9389,94.9,0,unstable,0,NA,NA,0,94899.2,-56999.949,-1.18,-1.0024
9390,95,0,unstable,0,NA,NA,0,94999.2,-56999.949,-1.18,-1.0024
9391,95.1,0,unstable,0,NA,NA,0,95099.2,-56999.949,-1.18,-1.0024
9392,95.2,0,unstable,0,NA,NA,0,95199.2,-56999.949,-1.18,-1.0024
9393,95.3,0,unstable,0,NA,NA,0,95299.2,-56999.949,-1.18,-1.0024
9394,95.4,0,unstable,0,NA,NA,0,95399.2,-56999.949,-1.18,-1.0024
9395,95.5,0,unstable,0,NA,NA,0,95499.2,-56999.949,-1.18,-1.0024
9396,95.6,0,unstable,0,NA,NA,0,95599.2,-56999.949,-1.18,-1.0024
9397,95.7,0,unstable,0,NA,NA,0,95699.2,-56999.949,-1.18,-1.0024
9398,95.8,0,unstable,0,NA,NA,0,95799.2,-56999.949,-1.18,-1.0024
9399,95.9,0,unstable,0,NA,NA,0,95899.2,-56999.949,-1.18,-1.0024
9400,96,0,unstable,0,NA,NA,0,95999.2,-56999.949,-1.18,-1.0024
9401,96.1,0,unstable,0,NA,NA,0,96099.2,-56999.949,-1.18,-1.0024
9402,96.2,0,unstable,0,NA,NA,0,96199.2,-56999.949,-1.18,-1.0024
9403,96.3,0,unstable,0,NA,NA,0,96299.2,-56999.949,-1.18,-1.0024
9404,96.4,0,unstable,0,NA,NA,0,96399.2,-56999.949,-1.18,-1.0024
9405,96.5,0,unstable,0,NA,NA,0,96499.2,-56999.949,-1.18,-1.0024
9406,96.6,0,unstable,0,NA,NA,0,96599.2,-56999.949,-1.18,-1.0024
9407,96.7,0,unstable,0,NA,NA,0,96699.2,-56999.949,-1.18,-1.0024
9408,96.8,0,unstable,0,NA,NA,0,96799.2,-56999.949,-1.18,-1.0024
9409,96.9,0,unstable,0,NA,NA,0,96899.2,-56999.949,-1.18,-1.0024
9410,97,0,unstable,0,NA,NA,0,96999.2,-56999.949,-1.18,-1.0024
9411,97.1,0,unstable,0,NA,NA,0,97099.2,-56999.949,-1.18,-1.0024
9412,97.2,0,unstable,0,NA,NA,0,97199.2,-56999.949,-1.18,-1.0024
9413,97.3,0,unstable,0,NA,NA,0,97299.2,-56999.949,-1.18,-1.0024
9414,97.4,0,unstable,0,NA,NA,0,97399.2,-56999.949,-1.18,-1.0024
9415,97.5,0,unstable,0,NA,NA,0,97499.2,-56999.949,-1.18,-1.0024
9416,97.6,0,unstable,0,NA,NA,0,97599.2,-56999.949,-1.18,-1.0024
9417,97.7,0,unstable,0,NA,NA,0,97699.2,-56999.949,-1.18,-1.0024
9418,97.8,0,unstable,0,NA,NA,0,97799.2,-56999.949,-1.18,-1.0024
9419,97.9,0,unstable,0,NA,NA,0,97899.2,-56999.949,-1.18,-1.0024
9420,98,0,unstable,0,NA,NA,0,97999.2,-56999.949,-1.18,-1.0024
9421,98.1,0,unstable,0,NA,NA,0,98099.2,-56999.949,-1.18,-1.0024
9422,98.2,0,unstable,0,NA,NA,0,98199.2,-56999.949,-1.18,-1.0024
9423,98.3,0,unstable,0,NA,NA,0,98299.2,-56999.949,-1.18,-1.0024
9424,98.4,0,unstable,0,NA,NA,0,98399.2,-56999.949,-1.18,-1.0024
9425,98.5,0,unstable,0,NA,NA,0,98499.2,-56999.949,-1.18,-1.0024
9426,98.6,0,unstable,0,NA,NA,0,98599.2,-56999.949,-1.18,-1.0024
9427,98.7,0,unstable,0,NA,NA,0,98699.2,-56999.949,-1.18,-1.0024
9428,98.8,0,unstable,0,NA,NA,0,98799.2,-56999.949,-1.18,-1.0024
9429,98.9,0,unstable,0,NA,NA,0,98899.2,-56999.949,-1.18,-1.0024
9430,99,0,unstable,0,NA,NA,0,98999.2,-56999.949,-1.18,-1.0024
9431,99.1,0,unstable,0,NA,NA,0,99099.2,-56999.949,-1.18,-1.0024
9432,99.2,0,unstable,0,NA,NA,0,99199.2,-56999.949,-1.18,-1.0024
9433,99.3,0,unstable,0,NA,NA,0,99299.2,-56999.949,-1.18,-1.0024
9434,99.4,0,unstable,0,NA,NA,0,99399.2,-56999.949,-1.18,-1.0024
9435,99.5,0,unstable,0,NA,NA,0,99499.2,-56999.949,-1.18,-1.0024
9436,99.6,0,unstable,0,NA,NA,0,99599.2,-56999.949,-1.18,-1.0024
9437,99.7,0,unstable,0,NA,NA,0,99699.2,-56999.949,-1.18,-1.0024
9438,99.8,0,unstable,0,NA,NA,0,99799.2,-56999.949,-1.18,-1.0024
9439,99.9,0,unstable,0,NA,NA,0,99899.2,-56999.949,-1.18,-1.0024
9440,100,0,unstable,0,NA,NA,0,99999.2,-56999.949,-1.18,-1.0024
9441,7,0,unstable,0,NA,NA,0,-56999.949,6999.2,-1.18,-1.0024
9442,9,0,unstable,0,NA,NA,0,-56999.949,8999.2,-1.18,-1.0024
9443,13,0,unstable,0,NA,NA,0,-56999.949,12999.2,-1.18,-1.0024
9444,14,0,unstable,0,NA,NA,0,-56999.949,13999.2,-1.18,-1.0024
9445,18,0,unstable,0,NA,NA,0,-56999.949,17999.2,-1.18,-1.0024
9446,26,0,unstable,0,NA,NA,0,-56999.949,25999.2,-1.18,-1.0024
9447,28,0,unstable,0,NA,NA,0,-56999.949,27999.2,-1.18,-1.0024
9448,29,0,unstable,0,NA,NA,0,-56999.949,28999.2,-1.18,-1.0024
9449,36,0,unstable,0,NA,NA,0,-56999.949,35999.2,-1.18,-1.0024
9450,51,0,unstable,0,NA,NA,0,-56999.949,50999.2,-1.18,-1.0024
9451,52,0,unstable,0,NA,NA,0,-56999.949,51999.2,-1.18,-1.0024
9452,55,0,unstable,0,NA,NA,0,-56999.949,54999.2,-1.18,-1.0024
9453,56,0,unstable,0,NA,NA,0,-56999.949,55999.2,-1.18,-1.0024
9454,57,0,unstable,0,NA,NA,0,-56999.949,56999.2,-1.18,-1.0024
9455,58,0,unstable,0,NA,NA,0,57999.2,-56999.949,-1.18,-1.0024
9456,59,0,unstable,0,NA,NA,0,58999.2,-56999.949,-1.18,-1.0024
9457,71,0,unstable,0,NA,NA,0,70999.2,-56999.949,-1.18,-1.0024
9458,72,0,unstable,0,NA,NA,0,71999.2,-56999.949,-1.18,-1.0024
9459,87,0,unstable,0,NA,NA,0,86999.2,-56999.949,-1.18,-1.0024
9460,101,0,unstable,0,NA,NA,0,100999.2,-56999.949,-1.18,-1.0024
9461,102,0,unstable,0,NA,NA,0,101999.2,-56999.949,-1.18,-1.0024
9462,103,0,unstable,0,NA,NA,0,102999.2,-56999.949,-1.18,-1.0024
9463,104,0,unstable,0,NA,NA,0,103999.2,-56999.949,-1.18,-1.0024
9464,105,0,unstable,0,NA,NA,0,104999.2,-56999.949,-1.18,-1.0024
9465,106,0,unstable,0,NA,NA,0,105999.2,-56999.949,-1.18,-1.0024
9466,107,0,unstable,0,NA,NA,0,106999.2,-56999.949,-1.18,-1.0024
9467,108,0,unstable,0,NA,NA,0,107999.2,-56999.949,-1.18,-1.0024
9468,109,0,unstable,0,NA,NA,0,108999.2,-56999.949,-1.18,-1.0024
9469,110,0,unstable,0,NA,NA,0,109999.2,-56999.949,-1.18,-1.0024
9470,111,0,unstable,0,NA,NA,0,110999.2,-56999.949,-1.18,-1.0024
9471,112,0,unstable,0,NA,NA,0,111999.2,-56999.949,-1.18,-1.0024
9472,113,0,unstable,0,NA,NA,0,112999.2,-56999.949,-1.18,-1.0024
9473,114,0,unstable,0,NA,NA,0,113999.2,-56999.949,-1.18,-1.0024
9474,115,0,unstable,0,NA,NA,0,114999.2,-56999.949,-1.18,-1.0024
9475,116,0,unstable,0,NA,NA,0,115999.2,-56999.949,-1.18,-1.0024
9476,117,0,unstable,0,NA,NA,0,116999.2,-56999.949,-1.18,-1.0024
9477,118,0,unstable,0,NA,NA,0,117999.2,-56999.949,-1.18,-1.0024
9478,119,0,unstable,0,NA,NA,0,118999.2,-56999.949,-1.18,-1.0024
9479,120,0,unstable,0,NA,NA,0,119999.2,-56999.949,-1.18,-1.0024
9480,121,0,unstable,0,NA,NA,0,120999.2,-56999.949,-1.18,-1.0024
9481,122,0,unstable,0,NA,NA,0,121999.2,-56999.949,-1.18,-1.0024
9482,123,0,unstable,0,NA,NA,0,122999.2,-56999.949,-1.18,-1.0024
9483,124,0,unstable,0,NA,NA,0,123999.2,-56999.949,-1.18,-1.0024
9484,125,0,unstable,0,NA,NA,0,124999.2,-56999.949,-1.18,-1.0024
9485,126,0,unstable,0,NA,NA,0,125999.2,-56999.949,-1.18,-1.0024
9486,127,0,unstable,0,NA,NA,0,126999.2,-56999.949,-1.18,-1.0024
9487,128,0,unstable,0,NA,NA,0,127999.2,-56999.949,-1.18,-1.0024
9488,129,0,unstable,0,NA,NA,0,128999.2,-56999.949,-1.18,-1.0024
9489,130,0,unstable,0,NA,NA,0,129999.2,-56999.949,-1.18,-1.0024
9490,131,0,unstable,0,NA,NA,0,130999.2,-56999.949,-1.18,-1.0024
9491,132,0,unstable,0,NA,NA,0,131999.2,-56999.949,-1.18,-1.0024
9492,133,0,unstable,0,NA,NA,0,132999.2,-56999.949,-1.18,-1.0024
9493,134,0,unstable,0,NA,NA,0,133999.2,-56999.949,-1.18,-1.0024
9494,135,0,unstable,0,NA,NA,0,134999.2,-56999.949,-1.18,-1.0024
9495,136,0,unstable,0,NA,NA,0,135999.2,-56999.949,-1.18,-1.0024
9496,137,0,unstable,0,NA,NA,0,136999.2,-56999.949,-1.18,-1.0024
9497,138,0,unstable,0,NA,NA,0,137999.2,-56999.949,-1.18,-1.0024
9498,139,0,unstable,0,NA,NA,0,138999.2,-56999.949,-1.18,-1.0024
9499,140,0,unstable,0,NA,NA,0,139999.2,-56999.949,-1.18,-1.0024
9500,141,0,unstable,0,NA,NA,0,140999.2,-56999.949,-1.18,-1.0024
9501,142,0,unstable,0,NA,NA,0,141999.2,-56999.949,-1.18,-1.0024
9502,143,0,unstable,0,NA,NA,0,142999.2,-56999.949,-1.18,-1.0024
9503,144,0,unstable,0,NA,NA,0,143999.2,-56999.949,-1.18,-1.0024
9504,145,0,unstable,0,NA,NA,0,144999.2,-56999.949,-1.18,-1.0024
9505,146,0,unstable,0,NA,NA,0,145999.2,-56999.949,-1.18,-1.0024
9506,147,0,unstable,0,NA,NA,0,146999.2,-56999.949,-1.18,-1.0024
9507,148,0,unstable,0,NA,NA,0,147999.2,-56999.949,-1.18,-1.0024
9508,149,0,unstable,0,NA,NA,0,148999.2,-56999.949,-1.18,-1.0024
9509,150,0,unstable,0,NA,NA,0,149999.2,-56999.949,-1.18,-1.0024
9510,151,0,unstable,0,NA,NA,0,150999.2,-56999.949,-1.18,-1.0024
9511,152,0,unstable,0,NA,NA,0,151999.2,-56999.949,-1.18,-1.0024
9512,153,0,unstable,0,NA,NA,0,152999.2,-56999.949,-1.18,-1.0024
9513,154,0,unstable,0,NA,NA,0,153999.2,-56999.949,-1.18,-1.0024
9514,155,0,unstable,0,NA,NA,0,154999.2,-56999.949,-1.18,-1.0024
9515,156,0,unstable,0,NA,NA,0,155999.2,-56999.949,-1.18,-1.0024
9516,157,0,unstable,0,NA,NA,0,156999.2,-56999.949,-1.18,-1.0024
9517,158,0,unstable,0,NA,NA,0,157999.2,-56999.949,-1.18,-1.0024
9518,159,0,unstable,0,NA,NA,0,158999.2,-56999.949,-1.18,-1.0024
9519,160,0,unstable,0,NA,NA,0,159999.2,-56999.949,-1.18,-1.0024
9520,161,0,unstable,0,NA,NA,0,160999.2,-56999.949,-1.18,-1.0024
9521,162,0,unstable,0,NA,NA,0,161999.2,-56999.949,-1.18,-1.0024
9522,163,0,unstable,0,NA,NA,0,162999.2,-56999.949,-1.18,-1.0024
9523,164,0,unstable,0,NA,NA,0,163999.2,-56999.949,-1.18,-1.0024
9524,165,0,unstable,0,NA,NA,0,164999.2,-56999.949,-1.18,-1.0024
9525,166,0,unstable,0,NA,NA,0,165999.2,-56999.949,-1.18,-1.0024
9526,167,0,unstable,0,NA,NA,0,166999.2,-56999.949,-1.18,-1.0024
9527,168,0,unstable,0,NA,NA,0,167999.2,-56999.949,-1.18,-1.0024
9528,169,0,unstable,0,NA,NA,0,168999.2,-56999.949,-1.18,-1.0024
9529,170,0,unstable,0,NA,NA,0,169999.2,-56999.949,-1.18,-1.0024
9530,171,0,unstable,0,NA,NA,0,170999.2,-56999.949,-1.18,-1.0024
9531,172,0,unstable,0,NA,NA,0,171999.2,-56999.949,-1.18,-1.0024
9532,173,0,unstable,0,NA,NA,0,172999.2,-56999.949,-1.18,-1.0024
9533,174,0,unstable,0,NA,NA,0,173999.2,-56999.949,-1.18,-1.0024
9534,175,0,unstable,0,NA,NA,0,174999.2,-56999.949,-1.18,-1.0024
9535,176,0,unstable,0,NA,NA,0,175999.2,-56999.949,-1.18,-1.0024
9536,177,0,unstable,0,NA,NA,0,176999.2,-56999.949,-1.18,-1.0024
9537,178,0,unstable,0,NA,NA,0,177999.2,-56999.949,-1.18,-1.0024
9538,179,0,unstable,0,NA,NA,0,178999.2,-56999.949,-1.18,-1.0024
9539,180,0,unstable,0,NA,NA,0,179999.2,-56999.949,-1.18,-1.0024
9540,181,0,unstable,0,NA,NA,0,180999.2,-56999.949,-1.18,-1.0024
9541,182,0,unstable,0,NA,NA,0,181999.2,-56999.949,-1.18,-1.0024
9542,183,0,unstable,0,NA,NA,0,182999.2,-56999.949,-1.18,-1.0024
9543,184,0,unstable,0,NA,NA,0,183999.2,-56999.949,-1.18,-1.0024
9544,185,0,unstable,0,NA,NA,0,184999.2,-56999.949,-1.18,-1.0024
9545,186,0,unstable,0,NA,NA,0,185999.2,-56999.949,-1.18,-1.0024
9546,187,0,unstable,0,NA,NA,0,186999.2,-56999.949,-1.18,-1.0024
9547,188,0,unstable,0,NA,NA,0,187999.2,-56999.949,-1.18,-1.0024
9548,189,0,unstable,0,NA,NA,0,188999.2,-56999.949,-1.18,-1.0024
9549,190,0,unstable,0,NA,NA,0,189999.2,-56999.949,-1.18,-1.0024
9550,191,0,unstable,0,NA,NA,0,190999.2,-56999.949,-1.18,-1.0024
9551,192,0,unstable,0,NA,NA,0,191999.2,-56999.949,-1.18,-1.0024
9552,193,0,unstable,0,NA,NA,0,192999.2,-56999.949,-1.18,-1.0024
9553,194,0,unstable,0,NA,NA,0,193999.2,-56999.949,-1.18,-1.0024
9554,195,0,unstable,0,NA,NA,0,194999.2,-56999.949,-1.18,-1.0024
9555,196,0,unstable,0,NA,NA,0,195999.2,-56999.949,-1.18,-1.0024
9556,197,0,unstable,0,NA,NA,0,196999.2,-56999.949,-1.18,-1.0024
9557,198,0,unstable,0,NA,NA,0,197999.2,-56999.949,-1.18,-1.0024
9558,199,0,unstable,0,NA,NA,0,198999.2,-56999.949,-1.18,-1.0024
9559,200,0,unstable,0,NA,NA,0,199999.2,-56999.949,-1.18,-1.0024
9560,201,0,unstable,0,NA,NA,0,200999.2,-56999.949,-1.18,-1.0024
9561,202,0,unstable,0,NA,NA,0,201999.2,-56999.949,-1.18,-1.0024
9562,203,0,unstable,0,NA,NA,0,202999.2,-56999.949,-1.18,-1.0024
9563,204,0,unstable,0,NA,NA,0,203999.2,-56999.949,-1.18,-1.0024
